,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Sommergewitter,Pashanim,590305,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
2,Beggin',Måneskin,491239,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
3,"Bad Habits","Ed Sheeran",394282,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
4,"I WANNA BE YOUR SLAVE",Måneskin,351708,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
5,"good 4 u","Olivia Rodrigo",351390,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
6,"Lieben wir","Shirin David",350010,https://open.spotify.com/track/49gzU1IS1B6P3GATSZ5eCE
7,"STAY (with Justin Bieber)","The Kid LAROI",338171,https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TgA20
8,SCHMETTERLING,Luciano,263424,https://open.spotify.com/track/3gUVLJZ0JoGRuoRNUCIYsI
9,"Ramenez la coupe à la maison",Vegedream,243464,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
10,"Nice To Meet Ya (feat. Yxng Bane)","Wes Nelson",235391,https://open.spotify.com/track/1YHjRAptXqPdsdx3g6FNJL
11,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,230549,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
12,"MONTERO (Call Me By Your Name)","Lil Nas X",222661,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
13,"Love Tonight - Edit",Shouse,219076,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
14,Schwarz,LEA,198394,https://open.spotify.com/track/0XpTuvT4Yueddiv20w6M9a
15,"Die zwei kenn ich","Capital Bra",191565,https://open.spotify.com/track/5enpyouTxbz2pK3qZpH5Qw
16,Durstlöscher,01099,183503,https://open.spotify.com/track/51S7lhJk6AHiFg0PhJupfz
17,"Iko Iko (My Bestie)","Justin Wellington",180428,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
18,"Ich darf das","Shirin David",178833,https://open.spotify.com/track/4txsSBdT4yVJtUj41YaQEB
19,"Liege wieder wach",Jamule,172492,https://open.spotify.com/track/2knDuFWczh1Wv92eBAdPTa
20,GHETTOGIRL,Capo,154165,https://open.spotify.com/track/0G5x5rALxKOkwicMjKta79
21,Redlight,Glockenbach,150893,https://open.spotify.com/track/24osWl0SQSyHzGyEMdf394
22,"Levitating (feat. DaBaby)","Dua Lipa",148871,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
23,NDA,"Billie Eilish",147654,https://open.spotify.com/track/6uqyE384HDSsuwpoF4mjrL
24,Dinero,"Trinidad Cardona",145762,https://open.spotify.com/track/3ggtU1ZOKO8ZNiqPNyXGcm
25,"Your Love (9PM)",ATB,140021,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
26,Run,OneRepublic,135651,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
27,"The Business",Tiësto,135254,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
28,"Permission to Dance",BTS,134279,https://open.spotify.com/track/0LThjFY2iTtNdd4wviwVV2
29,"Nice To Meet Ya (feat. Loredana)","Wes Nelson",133669,https://open.spotify.com/track/3YBptdhN3auOv82LEXosuJ
30,"Following The Sun",SUPER-Hi,133547,https://open.spotify.com/track/2JzXBqTIVHYX43t7EcLyMs
31,"Wenn ich wein",AYLIVA,133282,https://open.spotify.com/track/4Wuu6qS3D0Veevv2ZtbbrD
32,"Cover Me In Sunshine",P!nk,133120,https://open.spotify.com/track/0UKUfxIkDAMZz7hMdiVX3m
33,Extasy,"187 Strassenbande",131195,https://open.spotify.com/track/79lc69ZXfL4WmJIzVSDmWT
34,"Astronaut In The Ocean","Masked Wolf",130676,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
35,"King Kong",HBz,130292,https://open.spotify.com/track/7GIlBNE6pZRfoRfo4oL7f0
36,"Because You Move Me",Tinlicker,129037,https://open.spotify.com/track/05GvwwTLLID738BbKN1ze0
37,Madonna,Bausa,128640,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
38,Frisch,01099,128446,https://open.spotify.com/track/7toCqux0Ln42OttYYyds4k
39,"Daniel Lee",Ufo361,128111,https://open.spotify.com/track/11NL4WkilMYNvu1iQrzCLL
40,"Fireworks (feat. Moss Kena & The Knocks)","Purple Disco Machine",128034,https://open.spotify.com/track/1kTlT3phtU2yqTJYT1x6hb
41,PROMISE,Luciano,122861,https://open.spotify.com/track/2y50t3ORpk3mCj3mPxVG3V
42,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",122772,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
