,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Leere Hände (feat. Sido & Samra)",SANTOS,632960,https://open.spotify.com/track/5QEqzFV7R8KSSCJa37tfvs
2,"KIDS FROM THE BLOCK",Luciano,559682,https://open.spotify.com/track/26hbmLeqiz8loWjFshsegF
3,"MONTERO (Call Me By Your Name)","Lil Nas X",537748,https://open.spotify.com/track/3BZEcbdtXQSo7OrvKRJ6mb
4,"Frag mich nicht","Miksu / Macloud",504415,https://open.spotify.com/track/46zfTi4Wg6mmkOBPimtg6X
5,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",487369,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
6,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,446355,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
7,Madonna,Bausa,414502,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
8,"Astronaut In The Ocean","Masked Wolf",378289,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
9,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",358390,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
10,ZART,Nimo,310735,https://open.spotify.com/track/1WUXlAFlKIu7fixKZvQECX
11,"Your Love (9PM)",ATB,306378,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
12,"The Business",Tiësto,289883,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
13,"Wasted Love (feat. Lagique)",Ofenbach,282993,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
14,"Cover Me In Sunshine",P!nk,277105,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
15,BOBBY,Veysel,275300,https://open.spotify.com/track/5z9GzmGD3bXsSXQHqMCON7
16,"Ohne Dich",KASIMIR1441,271456,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
17,badmómz.,badmómzjay,271122,https://open.spotify.com/track/20IGCreXC8TeuEo3RoQZwh
18,"Save Your Tears","The Weeknd",255793,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
19,Turtlez,"Big Toe",248365,https://open.spotify.com/track/5KQuQptKeiPuCVRHAEfBHW
20,"Girls Like Us","Zoe Wees",238915,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
21,Overdose,Jamule,236269,https://open.spotify.com/track/0iSNXzEBlNNJrqRiEIAw1s
22,PEPPERMINT,Luciano,225572,https://open.spotify.com/track/6V1lWr7s8CO5VkxXe4hBtg
23,Diebe,Samra,219129,https://open.spotify.com/track/4allObWlgZ21WeVKbxSIlk
24,"Tut mir leid","Miksu / Macloud",213854,https://open.spotify.com/track/46wfWiR8pRgKWcE8KOGbpp
25,"Drei Uhr Nachts","Mark Forster",212419,https://open.spotify.com/track/58GxgFEG5uHc9oMhofuuIP
26,"BAD EYEZ",Nimo,210786,https://open.spotify.com/track/5dDQDduj3EaWrPIZ9bc8tj
27,"X Gon' Give It To Ya",DMX,210649,https://open.spotify.com/track/1zzxoZVylsna2BQB65Ppcb
28,"WITHOUT YOU","The Kid LAROI",204603,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
29,"Niemand bringt Marten um",Marteria,193726,https://open.spotify.com/track/0nYSnbFVX5ghrERjwVZgwZ
30,"White Lies",VIZE,193693,https://open.spotify.com/track/2QuQkdLLzgktXwruPAz6f4
31,"Head & Heart (feat. MNEK)","Joel Corry",193205,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
32,Ordentlich,t-low,193147,https://open.spotify.com/track/4DnHEa1fuf3bn61AwT8Qiv
33,"Paradise (feat. Dermot Kennedy)",MEDUZA,191805,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
34,"Faded Love",Leony,187563,https://open.spotify.com/track/3RcXFW8aiRYHRaDDYBqJ76
35,"drivers license","Olivia Rodrigo",183932,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
36,RAPSTAR,"Polo G",183482,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6
37,"Das ist alles von der Kunstfreiheit gedeckt","Danger Dan",179261,https://open.spotify.com/track/4ioQKdmkdBTkqjhfHeu4YU
38,"Blinding Lights","The Weeknd",179108,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
39,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,175472,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
40,Arcade,"Duncan Laurence",173282,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
41,"Wellerman - Sea Shanty","Nathan Evans",172439,https://open.spotify.com/track/54OBgO0Xwu20Jak9TMXbR7
42,"Love Not War (The Tampa Beat)","Jason Derulo",172414,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
43,Roller,"Apache 207",167566,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
44,"Rise Up (feat. Vamero)",VINAI,163356,https://open.spotify.com/track/46lyJh9GYmWsHez3EsvmAx
45,Goosebumps,HVME,162489,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
46,"Hold On","Justin Bieber",162436,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
47,"Deine Schuld",AYLIVA,162288,https://open.spotify.com/track/1dXz1boMWgpeiNcTK3jRtU
48,"Where The Lights Are Low","Toby Romeo",158238,https://open.spotify.com/track/0Cnb8XdGDMHAmIRBUJMkIS
49,"Wer wenn nicht wir","Wincent Weiss",157240,https://open.spotify.com/track/5jYDCxuSx1mfApeWA4SlqX
50,"Mood (feat. iann dior)",24kGoldn,156740,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
51,Verpennt,"187 Strassenbande",156343,https://open.spotify.com/track/38ymFU7u5XorxpySYJT0FA
52,"My Head & My Heart","Ava Max",155491,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
53,"Love Again (feat. Alida)",Alok,149472,https://open.spotify.com/track/63bWXWGcWnRQvdS8bJWdkB
54,"Kiss Me More (feat. SZA)","Doja Cat",137087,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
55,KAMPFANSAGE,Mert,136174,https://open.spotify.com/track/7hejfgPn4yMOZv6j8qSmBh
56,"LOW LIFE",Ufo361,132159,https://open.spotify.com/track/3IjfWBZrBISpcLhIMY44T6
57,"All We Got (feat. KIDDO)","Robin Schulz",130903,https://open.spotify.com/track/1iAyJBksvAI6DQEnzv8l1E
58,BED,"Joel Corry",130103,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
59,"Keine bösen Wörter",FiNCH,126401,https://open.spotify.com/track/7eH02ODwoSf5jW00VoNihc
60,NKT,Kurdo,126363,https://open.spotify.com/track/7tEIPkxs2PKGQq5Q0OII5Y
61,"Never Not Try","Jan-Marten Block",121803,https://open.spotify.com/track/0AKxA0LR1eHNIiyg4KMZGy
62,"Wein für mich",KASIMIR1441,121079,https://open.spotify.com/track/5hCtPGRLgeF05Q902Qdxe2
63,"Party Up",DMX,120391,https://open.spotify.com/track/0LWkaEyQRkF0XAms8Bg1fC
64,"Ruff Ryders' Anthem",DMX,120099,https://open.spotify.com/track/1BKT2I9x4RGKaKqW4up34s
65,"Lost (feat. TOPIC42)",Samra,116921,https://open.spotify.com/track/19LqJBBfd73oeBc3CPgDdl
66,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",116587,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
67,"Heat Waves","Glass Animals",115153,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
68,"Fuck Love",Samo104,114794,https://open.spotify.com/track/0HhifV2v8vcNC4I3gpnwf3
69,"The One","Rea Garvey",113555,https://open.spotify.com/track/6j0l7Hjt6qeDCQnYBZuJXY
70,"deja vu","Olivia Rodrigo",112135,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
71,Runaway,AURORA,111277,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
72,"Where The Hood At",DMX,110162,https://open.spotify.com/track/6RUpJeXT6U4SPEafnr9Wr7
