,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Madonna,Bausa,513148,https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ
2,PEPPERMINT,Luciano,476800,https://open.spotify.com/track/6V1lWr7s8CO5VkxXe4hBtg
3,"Ohne Dich",KASIMIR1441,394014,https://open.spotify.com/track/4hSJUp6k7QeHLxU32MrLIU
4,Aventador,"Capital Bra",355017,https://open.spotify.com/track/5T7pVU8KMd7hpyqfWt0nhy
5,"Diese eine Melodie","Kontra K",335293,https://open.spotify.com/track/6RvBo8JZUMSvvHnGa2hDrj
6,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",320272,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
7,"Astronaut In The Ocean","Masked Wolf",312437,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
8,"SYGL (feat. Shindy)",CRO,294532,https://open.spotify.com/track/1tUF7dEhqmV2Z1pTsGAGnD
9,"The Business",Tiësto,261307,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
10,Meer,RIN,257020,https://open.spotify.com/track/3rQHGffq4FmBBykPn5YuKc
11,"drivers license","Olivia Rodrigo",247764,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
12,"BAD EYEZ",Nimo,230137,https://open.spotify.com/track/5dDQDduj3EaWrPIZ9bc8tj
13,"Girls Like Us","Zoe Wees",226760,https://open.spotify.com/track/5SFXOMJJ334Wn2PwBHeRZN
14,"Your Love (9PM)",ATB,224112,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
15,Ordentlich,t-low,222354,https://open.spotify.com/track/4DnHEa1fuf3bn61AwT8Qiv
16,Habibi,"Ricky Rich",218261,https://open.spotify.com/track/0PukrHFus6hVBHku8hrS0Z
17,"Save Your Tears","The Weeknd",216692,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
18,"WITHOUT YOU","The Kid LAROI",202148,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
19,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,190787,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
20,"White Lies",VIZE,183584,https://open.spotify.com/track/2QuQkdLLzgktXwruPAz6f4
21,"Squad X Showtime","PA Sports",183065,https://open.spotify.com/track/3RHHUGP9E1McRXqPVsaW66
22,"Wellerman - Sea Shanty","Nathan Evans",178469,https://open.spotify.com/track/54OBgO0Xwu20Jak9TMXbR7
23,"Head & Heart (feat. MNEK)","Joel Corry",174557,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
24,"All We Got (feat. KIDDO)","Robin Schulz",172805,https://open.spotify.com/track/1iAyJBksvAI6DQEnzv8l1E
25,"Mood (feat. iann dior)",24kGoldn,169394,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
26,"Keiner kann mich ficken!","187 Strassenbande",164198,https://open.spotify.com/track/7M4zWJmzuf8aZ2aEQUnzU3
27,"Blinding Lights","The Weeknd",162042,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
28,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,159518,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
29,"you broke me first","Tate McRae",158814,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
30,Roller,"Apache 207",157832,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
31,"My Head & My Heart","Ava Max",155310,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
32,"Paradise (feat. Dermot Kennedy)",MEDUZA,153656,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
33,"What’s Next",Drake,152934,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
34,"Lost (feat. TOPIC42)",Samra,152483,https://open.spotify.com/track/19LqJBBfd73oeBc3CPgDdl
35,"No Comprendo",Jamule,149539,https://open.spotify.com/track/5ezbc8nalmV7JqLQQfHwTV
36,Arcade,"Duncan Laurence",149228,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
37,Whoopty,CJ,147428,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
38,"Wenn sie ruft","Miksu / Macloud",147157,https://open.spotify.com/track/0O214XAfoQz8VVH83xpAjz
39,"Love Not War (The Tampa Beat)","Jason Derulo",143169,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
40,SMS,Samra,142993,https://open.spotify.com/track/65WZOMvIcnObuLEEZvlksc
41,"Hold On","Justin Bieber",142011,https://open.spotify.com/track/4u4NyuceXP7Uzh7XFJKCr1
42,Angst,"Apache 207",139322,https://open.spotify.com/track/5yUzqd3H7cmJ1no6B4uTzu
43,Hoodnights,BHZ,138176,https://open.spotify.com/track/5HxG2PTsxxGu0sfCKJjdc0
44,"Calling My Phone","Lil Tjay",138132,https://open.spotify.com/track/5Kskr9LcNYa0tpt5f0ZEJx
45,Subwoofer,"SHINSKY x DIMA",135828,https://open.spotify.com/track/5zPT86unoFaNP2J348n1p0
46,Goosebumps,HVME,135511,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
47,Hotel,CÉLINE,129307,https://open.spotify.com/track/3Ldae7O6YMFE7vxlTNocdQ
48,"Wer wenn nicht wir","Wincent Weiss",121304,https://open.spotify.com/track/5jYDCxuSx1mfApeWA4SlqX
49,"Weisst wie es ist",Bausa,120366,https://open.spotify.com/track/2Roj3Kvhy5BCjkSSJ2Q3Nz
50,Verlierer,LUNA,119279,https://open.spotify.com/track/6ZklqpekeC0KFGzyFVjQuj
51,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",117097,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
52,"Rise Up (feat. Vamero)",VINAI,115450,https://open.spotify.com/track/46lyJh9GYmWsHez3EsvmAx
53,"Verdammt ich lieb' Dich","Mike Singer",115198,https://open.spotify.com/track/6PA5kMfB3Hbi7rFFKiRIf4
54,Frisch,01099,114685,https://open.spotify.com/track/2iKPlIQFubIq7tcK2MUMBp
55,"Where The Lights Are Low","Toby Romeo",113460,https://open.spotify.com/track/0Cnb8XdGDMHAmIRBUJMkIS
56,Lonely,"Miksu / Macloud",112693,https://open.spotify.com/track/2YjkalYiseRDPYjpzLu8Vl
57,"Prisoner (feat. Dua Lipa)","Miley Cyrus",110709,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
58,"gebe auf.",Lune,109836,https://open.spotify.com/track/1upzszB5JxMfNUEBmkcgaO
59,"Faded Love",Leony,109697,https://open.spotify.com/track/3RcXFW8aiRYHRaDDYBqJ76
60,"Wants and Needs (feat. Lil Baby)",Drake,107445,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
61,Hypnotized,"Purple Disco Machine",107406,https://open.spotify.com/track/0vWUhCPxpJOJR5urYbZypB
62,"Fly Away","Tones And I",104503,https://open.spotify.com/track/5ri4zqtWhG07hIuNNDWP76
